"[5.317361552716548, 10]","[2, 3, 4, 5, 6, 7, 8, 9]","[0.5497250278052992, 0.05706588395692569, -0.007453197218989755, -0.00603074445797797, -0.0033501675876222146, -0.0017794897874938865, -0.0007794590093021305, -0.00015248588904154424]"
"[5.317361552716548, 30]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]","[0.6458084379537624, -0.010119510968242911, -0.0056143209792082925, -0.0024401526827363754, -0.0010586929304233941, -0.00045897219689900435, -0.00019869181443843786, -8.576886367057158e-05, -3.6814889617081e-05, -1.562509570353052e-05, -6.480863460638586e-06, -2.558365672995834e-06, -8.957991596471509e-07, -2.0817215316183228e-07]"
"[5.317361552716548, 100]","[2, 8, 14, 20, 26, 32, 38, 44, 50, 56, 62, 68, 74, 80, 86, 92, 98]","[0.6469837469128962, -0.0024430412438673907, -0.000199378536451765, -1.627575310906201e-05, -1.3288693596420497e-06, -1.0851970369833683e-07, -8.863949064663171e-09, -7.241792879320595e-10, -5.917982231970654e-11, -4.837478190638573e-12, -3.955405296106291e-13, -3.235127613946655e-14, -2.6464681193626664e-15, -2.1629965530097264e-16, -1.752350144898836e-17, -1.3241101206440068e-18, -4.253181022926783e-20]"
"[5.317361552716548, 200]","[2, 13, 24, 35, 46, 57, 68, 79, 90, 101, 112, 123, 134, 145, 156, 167, 178, 189]","[0.6474854880173946, -0.000302341767970566, -3.0499371921616093e-06, -3.0772665976822935e-08, -3.105494810333761e-10, -3.134727979356286e-12, -3.165092552035158e-14, -3.1967392259399496e-16, -3.229847671580213e-18, -3.264632176798495e-20, -3.30134839281091e-22, -3.340301396884865e-24, -3.381855327438241e-26, -3.426444851979765e-28, -3.474587045803265e-30, -3.526825649061712e-32, -3.580987888682406e-34, -3.526471564345294e-36]"
"[5.317361552716548, 800]","[2, 43, 84, 125, 166, 207, 248, 289, 330, 371, 412, 453, 494, 535, 576, 617, 658, 699, 740, 781]","[0.6485528560511424, -1.0675970677185386e-09, -3.7973721667781024e-17, -1.3530470946709398e-24, -4.829060344502278e-32, -1.7261472455696927e-39, -6.09247162129524e-47, 6.8822248774371e-54, 9.13026436478016e-59, 8.846011827447714e-64, 8.198015210447205e-69, 7.200794419210716e-74, 5.910011750961767e-79, 4.440345621442505e-84, 2.9609314132297644e-89, 1.6676899761675023e-94, 7.278673783614167e-100, 2.077205010118407e-105, 2.576383344545008e-111, 3.4019416515384583e-118]"
"[2.658680776358274, 10]","[2, 3, 4, 5, 6, 7, 8, 9]","[2.658557303916851, -0.5186277443123376, 0.3239725134241384, -0.2021503143477529, 0.12654333422911018, -0.07943778610489355, 0.05010809496588006, -0.031880308828722545]"
"[2.658680776358274, 30]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]","[2.622543742153219, 0.32265966873314605, 0.12144400009404449, 0.04602210028649674, 0.0175271751409385, 0.006701169048160162, 0.0025703039621590546, 0.0009885588245883898, 0.0003811124576257578, 0.00014724907671520465, 5.7022284300223694e-05, 2.2150504686584522e-05, 8.654563800374795e-06, 3.4275910783747507e-06]"
"[2.658680776358274, 100]","[2, 8, 14, 20, 26, 32, 38, 44, 50, 56, 62, 68, 74, 80, 86, 92, 98]","[2.472613926438636, 0.03340899159765507, 0.001172527102591764, 4.14738616440429e-05, 1.4547289005006613e-06, 4.8660413258923397e-08, 1.2858513051392223e-09, -1.0420412795927365e-11, -5.06111946198508e-12, 3.669515268912233e-13, 5.260476511844545e-13, 2.473672038952902e-13, 9.520467456394736e-14, 3.244513280482831e-14, 9.224938128313264e-15, 1.7080952499973368e-15, 4.798485201836645e-17]"
"[2.658680776358274, 200]","[2, 13, 24, 35, 46, 57, 68, 79, 90, 101, 112, 123, 134, 145, 156, 167, 178, 189]","[2.471194773015642, -0.001901810307800409, 4.295711569590943e-06, -9.616072189280915e-09, 4.775708170194318e-11, 4.045561128514105e-12, 7.678815038359179e-14, -4.983810602165027e-14, -1.2679130718957895e-14, -2.2424883556414482e-15, -3.458216788682716e-16, -4.9406024616326035e-17, -6.625589850525275e-18, -8.224318005368415e-19, -9.174362671998568e-20, -9.384258592423764e-21, -1.2008478110434486e-21, -1.9748864793474566e-22]"
"[2.658680776358274, 800]","[2, 43, 84, 125, 166, 207, 248, 289, 330, 371, 412, 453, 494, 535, 576, 617, 658, 699, 740, 781]","[2.471081120652373, 6.920674979190036e-10, -3.3788815666631276e-13, -5.847169694506564e-16, -9.767867360200062e-19, 4.651166507496396e-22, 4.913442746300828e-23, 7.83343420360774e-25, 7.766806239494904e-27, -3.166430906520633e-29, -4.7735960091965325e-30, -1.8415357308502292e-31, -5.466724580465421e-33, -1.4042891836706108e-34, -3.178401348961576e-36, -6.229112758015866e-38, -1.0429283384880224e-39, -1.715908322754046e-41, -2.930772264672898e-43, -3.7361645158038874e-46]"
"[1.772453850905516, 10]","[2, 3, 4, 5, 6, 7, 8, 9]","[2.7339823631029203, -0.38062136961732307, -0.13449008593515988, -0.059811845778883856, -0.02644422221008298, -0.011696681580429443, -0.005181957863939966, -0.0023062363650372714]"
"[1.772453850905516, 30]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]","[2.7309900506314877, -0.13710275466650476, -0.027201537171556763, -0.0054071639414363225, -0.001093951750419288, -0.00023168766979466128, -5.462161137865471e-05, -1.573994346356689e-05, -5.877992132356922e-06, -2.723848052374252e-06, -1.4348529364634e-06, -8.116564111196441e-07, -4.836703149632027e-07, -3.042674295353453e-07]"
"[1.772453850905516, 100]","[2, 8, 14, 20, 26, 32, 38, 44, 50, 56, 62, 68, 74, 80, 86, 92, 98]","[2.7309752800089866, -0.005408701453244192, -5.4576679166187205e-05, -2.5977118738203238e-06, -3.8140230421000573e-07, -6.362911697465384e-08, -1.074560686629412e-08, -1.7951578685863908e-09, -2.83007576980559e-10, -3.6090893972136945e-11, -6.306364516460025e-13, 2.1362616391493175e-12, 1.1731025957458588e-12, 4.319167873298963e-13, 9.138909172469917e-14, -3.616977715917908e-14, -6.841756037075735e-14]"
"[1.772453850905516, 200]","[2, 13, 24, 35, 46, 57, 68, 79, 90, 101, 112, 123, 134, 145, 156, 167, 178, 189]","[2.7309751553626462, -0.0001104078847413096, -6.981680141971515e-07, -2.5375237210133638e-08, -7.865000321748477e-10, 2.6056551626329513e-11, 1.5651885777114548e-11, 4.247745124148713e-12, 1.0601727406998818e-12, 2.593131503994332e-13, 6.220307888930763e-14, 1.439485949181664e-14, 3.1100488972045293e-15, 5.843154317418866e-16, 7.606338058133457e-17, -3.303912868927044e-18, -6.1184794278340455e-18, -1.1946082879022896e-18]"
"[1.772453850905516, 800]","[2, 43, 84, 125, 166, 207, 248, 289, 330, 371, 412, 453, 494, 535, 576, 617, 658, 699, 740, 781]","[2.7309746775214214, -4.4907913169313937e-10, 1.618549846359481e-11, 1.605374521539973e-13, 1.6337489940872646e-15, 3.1417364235820656e-18, -1.0581986546952603e-18, -8.759543069554387e-20, -6.734564241662594e-21, -6.245625141759634e-22, -7.847375084124607e-23, -1.203159097142299e-23, -1.836766090501675e-24, -2.3031673373180707e-25, -1.3836394104979984e-26, 3.644174278628355e-27, 1.6676554352192327e-27, 3.6754899898208554e-28, 3.9994236173457865e-29, -1.731729459045324e-32]"
"[1.329340388179137, 10]","[2, 3, 4, 5, 6, 7, 8, 9]","[1.110732303075745, 0.10750381418201012, 0.08450468869977121, 0.06670042319359587, 0.0528597158761803, 0.042060954500714356, 0.033620468397127214, 0.02702444630397049]"
"[1.329340388179137, 30]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]","[1.1526432855969284, 0.09777369570825226, 0.05666706668121223, 0.03254147996312177, 0.01844570138134524, 0.010294883222474453, 0.00564424936535949, 0.00303106236481767, 0.0015877553597403045, 0.0008061916195005632, 0.00039307412832713146, 0.0001818457286077035, 7.967314010281452e-05, 3.6050179485318435e-05]"
"[1.329340388179137, 100]","[2, 8, 14, 20, 26, 32, 38, 44, 50, 56, 62, 68, 74, 80, 86, 92, 98]","[1.1604507722172264, 0.03186073620774196, 0.004556575169056856, 0.00018512866247174544, -0.0002065373131879917, -0.00012064505125321368, -5.142432663762278e-05, -2.061973283812115e-05, -8.436112575484728e-06, -3.6382073086239537e-06, -1.6753124073857363e-06, -8.301069025209048e-07, -4.4521195890014806e-07, -2.576351699420591e-07, -1.5694585475011317e-07, -9.41205923250302e-08, -4.500813001225199e-08]"
"[1.329340388179137, 200]","[2, 13, 24, 35, 46, 57, 68, 79, 90, 101, 112, 123, 134, 145, 156, 167, 178, 189]","[1.1606243741964597, 0.006463755998053308, -0.000204846854112203, -8.341582495701328e-05, -1.587125555035274e-05, -3.1348023771001317e-06, -6.665808199189153e-07, -1.4279411935440002e-07, -2.872947960899538e-08, -4.847168908278796e-09, -5.010767532504438e-10, -3.403455038573249e-11, -1.3488015105517808e-10, -2.0649947204885946e-10, -2.0188852819665843e-10, -1.571573356163421e-10, -1.0316157203426698e-10, -5.520073551540385e-11]"
"[1.329340388179137, 800]","[2, 43, 84, 125, 166, 207, 248, 289, 330, 371, 412, 453, 494, 535, 576, 617, 658, 699, 740, 781]","[1.1606419024408257, -2.5116028417707943e-05, -2.1176659086849625e-08, 1.0731031267007567e-08, 1.962913251867751e-09, 3.633065074379602e-10, 6.779425086269785e-11, 1.2080700486152784e-11, 1.903581413411927e-12, 2.153991866471261e-13, -5.899085297275786e-15, -1.4698539787609284e-14, -6.441992644342831e-15, -2.1321750106752168e-15, -6.06520305521049e-16, -1.4941338024459878e-16, -2.929077007941611e-17, -3.060241360367042e-18, 4.2718021251848467e-19, 8.139650480621512e-21]"
"[1.0634723105433097, 10]","[2, 3, 4, 5, 6, 7, 8, 9]","[0.24684426814552182, 0.002379692753155459, 0.0008540020485807493, -0.00031652372381064383, -0.0012104697701923587, -0.0018894509019773962, -0.0024018226872087015, -0.002785580744354311]"
"[1.0634723105433097, 30]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]","[0.6907918936714946, 0.0526625472645635, 0.034503740240437494, 0.02296000799801476, 0.01553615026001666, 0.010694706257029337, 0.007484803119610836, 0.005315476809056816, 0.003817085857237688, 0.002756464243797533, 0.001984875416611934, 0.0014059997934112985, 0.0009561635251107533, 0.0005920436785866817]"
"[1.0634723105433097, 100]","[2, 8, 14, 20, 26, 32, 38, 44, 50, 56, 62, 68, 74, 80, 86, 92, 98]","[0.7593705476160725, 0.027077987992209663, 0.00929309716233197, 0.0037876276258457728, 0.0017458203785635713, 0.0008600965224395244, 0.0004359277581962074, 0.00022269045971528778, 0.00011347767127873788, 5.734589488986249e-05, 2.8611657580940455e-05, 1.40268061732382e-05, 6.715939433428417e-06, 3.1166698370563547e-06, 1.3917718650437705e-06, 5.973174713621644e-07, 2.4584267902722143e-07]"
"[1.0634723105433097, 200]","[2, 13, 24, 35, 46, 57, 68, 79, 90, 101, 112, 123, 134, 145, 156, 167, 178, 189]","[0.7597070121418678, 0.010980698262205602, 0.0022294974751193393, 0.0005998733392686838, 0.00016965489217776178, 4.6025479109120704e-05, 1.11686111684261e-05, 1.999152088597565e-06, -7.287200625325216e-08, -3.5600255465218097e-07, -2.7501159281672783e-07, -1.690462848366517e-07, -9.646208318235714e-08, -5.386063344519986e-08, -3.0116909650559604e-08, -1.693459526186395e-08, -9.328594595276777e-09, -4.483504674811705e-09]"
"[1.0634723105433097, 800]","[2, 43, 84, 125, 166, 207, 248, 289, 330, 371, 412, 453, 494, 535, 576, 617, 658, 699, 740, 781]","[0.7597597732739706, 0.00023784121195410913, 3.3747642994275523e-07, -1.8905807511237955e-07, -1.9613004719988838e-08, -1.893945687051759e-09, -1.6854817539338108e-10, -7.487796312925014e-12, 3.1788037619939693e-12, 1.8144909002133258e-12, 6.936662821143986e-13, 2.1463717149371615e-13, 4.347759361961743e-14, -7.063182835721636e-15, -1.551949277638023e-14, -1.1773649447964277e-14, -6.3005202628324114e-15, -2.270944064768236e-15, -2.2418799353224423e-16, 2.340719332937669e-16]"
"[0.886226925452758, 10]","[2, 3, 4, 5, 6, 7, 8, 9]","[0.46144152179422204, -0.02942741262171378, -0.020070533416701147, -0.01345531475646889, -0.008777838823252088, -0.005467803671320819, -0.003119936002688759, -0.001445323826469731]"
"[0.886226925452758, 30]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]","[0.5435647572872366, -0.024120045503983438, -0.01203495705012102, -0.0060249772408525245, -0.0030419547894943813, -0.0015664976650531632, -0.000840760033605262, -0.0004865365789874958, -0.0003148900504916085, -0.00023107089589938037, -0.00018682979343672985, -0.0001561995686050147, -0.00012269066303045693, -7.165632031028477e-05]"
"[0.886226925452758, 100]","[2, 8, 14, 20, 26, 32, 38, 44, 50, 56, 62, 68, 74, 80, 86, 92, 98]","[0.6617133874063125, 0.0032769042705088833, 0.003550205945714921, 0.0023296231059754978, 0.001466133363395221, 0.0009276075260266959, 0.0005939869833908757, 0.00038511526534165837, 0.0002525457095049473, 0.0001671983640854418, 0.0001114771335053735, 7.460959899945052e-05, 4.991196787947511e-05, 3.317401435429226e-05, 2.167530033886485e-05, 1.3378375051222761e-05, 4.599680881035069e-06]"
"[0.886226925452758, 200]","[2, 13, 24, 35, 46, 57, 68, 79, 90, 101, 112, 123, 134, 145, 156, 167, 178, 189]","[0.6751518534847123, 0.004306342501347529, 0.0019320601098461417, 0.0008472240360859024, 0.00038996179484262426, 0.00018795742255797254, 9.412849788125148e-05, 4.85241594075937e-05, 2.5522324445825157e-05, 1.3595796657075648e-05, 7.293863462401147e-06, 3.924610359745741e-06, 2.112016611619838e-06, 1.1348816544625641e-06, 6.08784183249645e-07, 3.266056284001148e-07, 1.759243791028461e-07, 9.396441202482577e-08]"
"[0.886226925452758, 800]","[2, 43, 84, 125, 166, 207, 248, 289, 330, 371, 412, 453, 494, 535, 576, 617, 658, 699, 740, 781]","[0.6752658716610318, 0.00047967047216377435, 3.553447014427462e-05, 3.212011924244498e-06, 2.4063627711719967e-07, -9.474658551666273e-10, -7.381827488226036e-09, -2.9785543194995946e-09, -1.0523940457016314e-09, -3.8027905201065295e-10, -1.445220804106586e-10, -5.800805413396537e-11, -2.4780669084975236e-11, -1.1424787345749893e-11, -5.7491932914057146e-12, -3.1483535078563874e-12, -1.8315980609679877e-12, -1.0760284167437034e-12, -5.676384066447764e-13, -1.7050860519627207e-13]"
"[0.7596230789595069, 10]","[2, 3, 4, 5, 6, 7, 8, 9]","[0.546303000433576, -0.07367260006085129, -0.04700842325218893, -0.030101899382247728, -0.019349014215436503, -0.012576166142585578, -0.008495698102152343, -0.006387748656767095]"
"[0.7596230789595069, 30]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]","[0.6348583534269305, -0.04529350323305272, -0.02440808642363139, -0.01485051916044151, -0.00973776813027309, -0.006615892423908224, -0.004536738108512831, -0.003086164248998092, -0.002054313349048002, -0.0013197472340904929, -0.0008067649349531988, -0.0004699388232797544, -0.00029253865674929, -0.00030000919177558923]"
"[0.7596230789595069, 100]","[2, 8, 14, 20, 26, 32, 38, 44, 50, 56, 62, 68, 74, 80, 86, 92, 98]","[0.6731845499155206, -0.016652475547977882, -0.007199252992694333, -0.0038071122889595894, -0.002251152489487299, -0.001441296352323796, -0.0009696647072686745, -0.0006691174630384044, -0.00046535280827947264, -0.00032187970763121037, -0.00021874972415096086, -0.00014397903556700642, -8.988922431728e-05, -5.143084291668507e-05, -2.5326383952920863e-05, -9.628813093370177e-06, -6.871551090046015e-06]"
"[0.7596230789595069, 200]","[2, 13, 24, 35, 46, 57, 68, 79, 90, 101, 112, 123, 134, 145, 156, 167, 178, 189]","[0.6993675715541189, -0.009713106247519709, -0.00426702173250146, -0.002389833256337384, -0.0014474743355112776, -0.0009055867583851633, -0.0005789768780886755, -0.0003771273744470777, -0.00024982408853843396, -0.00016799870150632928, -0.0001144522391466609, -7.882148389924252e-05, -5.4746545251361735e-05, -3.8249282680524116e-05, -2.6789404083622703e-05, -1.8692989957727704e-05, -1.2729179018792323e-05, -7.431602895068599e-06]"
"[0.7596230789595069, 800]","[2, 43, 84, 125, 166, 207, 248, 289, 330, 371, 412, 453, 494, 535, 576, 617, 658, 699, 740, 781]","[0.70115328145751, -0.001715491673874126, -0.0003295541387199128, -7.763284367980402e-05, -1.9918871498906747e-05, -5.089250939734412e-06, -1.197815536751531e-06, -2.2239510978464357e-07, -7.977407492404924e-09, 2.3162841869927748e-08, 1.823139340460345e-08, 1.0530985219875807e-08, 5.465623496041057e-09, 2.70472280004116e-09, 1.3078526708088837e-09, 6.239158630659068e-10, 2.928383639672278e-10, 1.3209082880830993e-10, 5.3384284089700414e-11, 1.5465569256908085e-11]"
"[0.6646701940895685, 10]","[2, 3, 4, 5, 6, 7, 8, 9]","[0.6929048671633841, -0.08765556961312392, -0.06018692413270282, -0.04282868187657663, -0.03157742197895852, -0.024314808491219635, -0.0199704155762045, -0.018133276535103028]"
"[0.6646701940895685, 30]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]","[0.752760179774891, -0.059072118253643176, -0.037147281484267214, -0.02521537283276602, -0.017770568061000448, -0.012768782983839261, -0.009264495267391698, -0.006748798841278857, -0.004925222196390317, -0.003616635378901481, -0.0027213337259824086, -0.002194100607269786, -0.002049221973770734, -0.0024076042015086755]"
"[0.6646701940895685, 100]","[2, 8, 14, 20, 26, 32, 38, 44, 50, 56, 62, 68, 74, 80, 86, 92, 98]","[0.7804484442148332, -0.030003087801531155, -0.015543841667705734, -0.009361719232302503, -0.006040764706754528, -0.004053716696814869, -0.0027887885540160916, -0.0019461303885288362, -0.0013636755324077444, -0.000949181889529956, -0.0006482084976429369, -0.00042765627665131037, -0.0002670070312803576, -0.00015374098382166427, -8.181224813404332e-05, -5.569088938364094e-05, -0.00012219689225003737]"
"[0.6646701940895685, 200]","[2, 13, 24, 35, 46, 57, 68, 79, 90, 101, 112, 123, 134, 145, 156, 167, 178, 189]","[0.7931208734762236, -0.02010040144958898, -0.010102938612302773, -0.006145523282100587, -0.004078774842878477, -0.0028323073552795545, -0.0020187588185126087, -0.0014648512741201813, -0.0010782563761845018, -0.0008036439328746248, -0.0006055861598358994, -0.0004605699623626869, -0.00035263860954691756, -0.00027073988717995134, -0.000206937576782356, -0.0001549138379916287, -0.00010792783366368785, -5.301602839909768e-05]"
"[0.6646701940895685, 800]","[2, 43, 84, 125, 166, 207, 248, 289, 330, 371, 412, 453, 494, 535, 576, 617, 658, 699, 740, 781]","[0.7989667469613799, -0.005706138397532215, -0.0018846282695523153, -0.0007443336181058186, -0.0003146802257217686, -0.00013509587718571134, -5.727870956233527e-05, -2.3544019610922844e-05, -9.193020577988825e-06, -3.2917217863866246e-06, -9.91114685553482e-07, -1.709920060942219e-07, 7.27597411759293e-08, 1.1168323149805677e-07, 9.020959811527178e-08, 5.9538358298711445e-08, 3.4720639794827955e-08, 1.8057232772635944e-08, 8.084144449140022e-09, 2.3849257219263977e-09]"
"[0.5908179503018387, 10]","[2, 3, 4, 5, 6, 7, 8, 9]","[0.853857611206677, -0.09390203589743948, -0.07111006854010542, -0.0558747182916711, -0.04547936780914305, -0.03853235581041135, -0.03436140360261575, -0.032782740521814825]"
"[0.5908179503018387, 30]","[2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]","[0.8950417407109689, -0.06519405495802758, -0.045341542098820575, -0.03311699738316076, -0.02487453713299391, -0.019024248716328244, -0.01474493006523055, -0.011570084796970964, -0.009220498502905504, -0.007527749926888985, -0.00639900214229961, -0.005805782729330141, -0.005795646347007776, -0.006549352132962993]"
"[0.5908179503018387, 100]","[2, 8, 14, 20, 26, 32, 38, 44, 50, 56, 62, 68, 74, 80, 86, 92, 98]","[0.9145640312287339, -0.03769827642645397, -0.021558272659197058, -0.013793129177280617, -0.00931801077167192, -0.006477167561482491, -0.004564955338522096, -0.003228264808658975, -0.0022702260420970847, -0.0015731078761216106, -0.0010635301926718319, -0.0006950847321980492, -0.00043941887766798735, -0.00028272606264254834, -0.0002283328335724505, -0.0003143414271495956, -0.000710808600392032]"
"[0.5908179503018387, 200]","[2, 13, 24, 35, 46, 57, 68, 79, 90, 101, 112, 123, 134, 145, 156, 167, 178, 189]","[0.9191673399215408, -0.025305864892813, -0.01279573203377246, -0.0075639241411686285, -0.00480244962085039, -0.0031622852322676404, -0.002117202736257398, -0.0014229447388149046, -0.0009510230142044092, -0.0006266673021140138, -0.0004029923998937849, -0.000249141265765611, -0.0001442567432323877, -7.412426248528662e-05, -2.9214314645280393e-05, -3.6555721039726987e-06, 4.683183500765333e-06, -9.616222547760184e-06]"
"[0.5908179503018387, 800]","[2, 43, 84, 125, 166, 207, 248, 289, 330, 371, 412, 453, 494, 535, 576, 617, 658, 699, 740, 781]","[0.9247711454951019, -0.008131363527500995, -0.003086166370616858, -0.0014603585035933874, -0.000762809821971136, -0.0004174575155609076, -0.00023312674651809195, -0.00013114035044851674, -7.378929253271411e-05, -4.132190550217901e-05, -2.2912679665711326e-05, -1.2495214119213025e-05, -6.632204242952443e-06, -3.364872777450344e-06, -1.5738741347996798e-06, -6.192599060343025e-07, -1.3622882461897909e-07, 8.094194616701544e-08, 1.431966362782495e-07, 6.532280475320807e-08]"
